image1,image2,layer,correct
2238555262-330312.jpg,2898618444-142233.jpg,2,right
2238531493-28260.jpg,2575120738-55529.jpg,3,right
2874307433-66280.jpg,2981246400-220365.jpg,2,left
2238428357-313623.jpg,2575121987-353817.jpg,3,left
2898618390-216538.jpg,2575120609-129862.jpg,3,left
2446759803-49251.jpg,2449442529-124446.jpg,1,right
2868475410-213219.jpg,2901946465-218350.jpg,1,left
2898624426-291546.jpg,2981235446-294900.jpg,3,left
2898617468-68274.jpg,2901943387-368037.jpg,2,left
2458347252-348911.jpg,2458347385-199723.jpg,3,right
2981231403-71642.jpg,2274829821-263682.jpg,1,left
2964213381-294060.jpg,2458348012-349114.jpg,2,left
2238481630-168218.jpg,2238480677-317399.jpg,1,right
2981241414-145842.jpg,2856919327-359676.jpg,1,left
2989726338-74002.jpg,2864907432-362042.jpg,3,right
2883254439-140941.jpg,2981231446-294730.jpg,3,left
2901948350-218459.jpg,2417208001-267065.jpg,2,left
2512876023-52283.jpg,2898633421-291973.jpg,1,right
2901947423-70311.jpg,2238573447-333826.jpg,2,left
2981241419-145844.jpg,2238481928-19949.jpg,3,right
2883268471-290842.jpg,2883255450-215310.jpg,2,left
2898633321-291943.jpg,2874302418-65978.jpg,3,right
2452380171-273112.jpg,2449442529-124445.jpg,1,right
2864909447-362144.jpg,2446758985-197609.jpg,2,right
2460547467-349423.jpg,2901939379-143479.jpg,1,right
2449441881-272367.jpg,2449441881-272368.jpg,3,right
2238560245-182099.jpg,2874314526-289684.jpg,2,left
2864903351-286874.jpg,2238572663-35822.jpg,3,right
2901941438-69836.jpg,2964223381-294447.jpg,2,right
2452381505-199546.jpg,2238567168-34916.jpg,2,left
2874302418-65979.jpg,2238578544-111698.jpg,3,left
2981229442-369621.jpg,2901939379-143480.jpg,2,right
2901943411-292945.jpg,2898635428-69104.jpg,2,right
2446760601-272099.jpg,2446759803-49249.jpg,1,right
2460547467-349421.jpg,2981235446-294901.jpg,3,left
2898633480-217190.jpg,2238425482-313537.jpg,3,right
2238480803-19737.jpg,2238481198-19822.jpg,3,right
2238479053-19457.jpg,2592379964-131054.jpg,2,right
2512875899-126682.jpg,2460547536-274179.jpg,1,left
2898635427-367120.jpg,2901946439-144040.jpg,1,left
2460547467-349422.jpg,2864909447-362146.jpg,3,left
2874301407-363895.jpg,2986397322-371109.jpg,2,left
2898633421-291974.jpg,2592380177-354629.jpg,1,right
2984626312-370849.jpg,2883268412-365898.jpg,1,right
2901942443-69923.jpg,2874299429-139695.jpg,2,right
2237944827-301472.jpg,2898634397-367080.jpg,1,right
2874303365-214262.jpg,2609793677-355397.jpg,1,left
2901952513-70703.jpg,2238481198-19821.jpg,3,left
2238434559-90406.jpg,2986451363-73599.jpg,3,right
2883273443-68193.jpg,2901941401-292798.jpg,3,right
2238328478-11678.jpg,2452380832-348593.jpg,1,right
2238580740-186218.jpg,2238550816-254000.jpg,1,left
2883256307-365057.jpg,2864904453-63933.jpg,3,left
2964218374-144967.jpg,2883254439-140940.jpg,2,left
2868474407-362883.jpg,2238516618-25604.jpg,1,left
2446759347-347016.jpg,2901951350-218702.jpg,2,left
2864901386-286797.jpg,2592380177-354626.jpg,2,right
2864910426-287204.jpg,2874299429-139694.jpg,2,left
2964216465-219242.jpg,2238544191-252422.jpg,1,left
2460547508-51571.jpg,2460547291-274110.jpg,1,left
